id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,
1873431,California (S)-San Diego-Mission Valley 1 Bd Condo,602654,Rey,,West University Heights,32.76193,-117.15968,Entire home/apt,197,3,3,1/6/2016,0.03,4,0,0,,2478,
1671814,California (S)-San Diego-Balboa Park Studio Hotel,602654,Rey,,East Village,32.71914,-117.15409,Entire home/apt,190,3,7,1/15/2016,0.06,4,0,0,,2469,
1875036,California (S)-San Diego-Mission Valley 2 Bd Condo,602654,Rey,,West University Heights,32.76175,-117.15862,Entire home/apt,244,3,2,1/28/2016,0.02,4,0,0,,2456,
20473069,Costebelle,197080468,Jennifer,,La Jolla,32.85005,-117.24841,Entire home/apt,3000,30,3,2/1/2016,0.03,1,358,0,,2452,
7390025,Ocean Front + 2 Private View Decks in ❤ of MB,3017970,Surf Style,,Mission Bay,32.78052,-117.25318,Entire home/apt,943,3,1,3/8/2016,0.01,131,222,0,,2416,
2309481,Peaceful Bch Cottage Come Relax!,5105893,Bobbie,,Loma Portal,32.74411,-117.24289,Private room,50,2,11,3/31/2016,0.11,1,42,0,,2393,
11974144,"Water view,cozy Little Italy condo",62889207,Jer,,Little Italy,32.72602,-117.16762,Entire home/apt,130,25,1,5/30/2016,0.01,3,365,0,,2333,
12908421,Cozy&classy apt+parking walk to convention center,70750716,Meg,,East Village,32.71352,-117.1525,Entire home/apt,300,1,2,6/15/2016,0.03,1,8,0,,2317,
13019041,Cozy 2B 1B Home 10 Blocks to Beach,4196423,Nate,,Pacific Beach,32.80293,-117.23582,Entire home/apt,298,2,5,7/7/2016,0.06,1,0,0,,2295,
13729506,Short-Long Stays- Quiet Room in Large Beach Home,80299846,Jeanine,,Mission Bay,32.76667,-117.25083,Private room,125,30,1,7/12/2016,0.01,1,0,0,,2290,
5913184,Imperial Beach with Ocean Views and 600sq ft deck,30709318,Pam,,Egger Highlands,32.58247,-117.13133,Entire home/apt,177,30,11,8/4/2016,0.12,1,104,0,,2267,
6560936,Beautiful Master Suite Pacific Beac,26508552,Ray,,Pacific Beach,32.79703,-117.24267,Private room,75,2,12,8/7/2016,0.14,1,0,0,,2264,
8689124,Luxury San Diego Resort Retreat,44513465,Slim,,Rancho Penasquitos,32.98541,-117.14759,Entire home/apt,824,7,6,8/12/2016,0.08,3,20,0,,2259,
14415375,"Steps from the beach, Heart of PB",88685263,David,,Pacific Beach,32.79552,-117.24601,Shared room,41,1,4,8/21/2016,0.05,1,0,0,,2250,
14423452,Namastay,68898393,Shari,,Pacific Beach,32.80374753,-117.2398785,Entire home/apt,450,3,1,8/21/2016,0.01,3,109,0,,2250,
12322294,FRONT ROW OCEAN and  SEAL VIEWS,61448745,Lisa,,La Jolla,32.84696,-117.27659,Entire home/apt,357,30,1,9/2/2016,0.01,1,0,0,,2238,
1050799,Tourmaline Vacation Getaway- 6 Blocks to Beach 🌊,5784602,Sara & Tim,,Pacific Beach,32.80781,-117.24965,Entire home/apt,650,3,1,9/11/2016,0.01,1,151,0,,2229,
3960365,Find your Funk & Groove in OB,20518538,Jayna,,Loma Portal,32.74527,-117.24197,Private room,69,1,82,10/16/2016,0.91,1,0,0,,2194,
7149961,2 Bdrm Apt in  Hillcrest/North Park!,37444024,Artemis,,North Hills,32.74875,-117.14287,Entire home/apt,98,14,5,10/25/2016,0.06,1,2,0,,2185,
2557750,NEW Penthouse condo in the Gaslamp,13094958,Noel,,Gaslamp Quarter,32.70904,-117.16071,Entire home/apt,135,30,2,10/29/2016,0.03,2,0,0,,2181,
9809517,2 Bedroom Condo In La Jolla Village,50526077,Dana & Becky,,La Jolla,32.84778,-117.27637,Entire home/apt,199,30,1,10/30/2016,0.01,24,159,0,,2180,
12754090,"Inn at the Park, SD, CA, 2 Bedroom #1",10981379,Jan,,Midtown,32.73852,-117.1599,Entire home/apt,281,1,1,11/4/2016,0.01,48,0,0,,2175,
7676106,"Beautiful, spacious loft in Gaslamp",27862421,Mike,,East Village,32.71109,-117.15599,Entire home/apt,2000,1,13,11/8/2016,0.15,1,365,0,,2171,
11903828,"Inn at the Park, SD, CA, Studio Queen #1",10981379,Jan,,Midtown,32.73852,-117.1599,Entire home/apt,202,1,1,11/15/2016,0.01,48,4,0,,2164,
1671943,California (S)-San Diego-Balboa Park 1 Bdrm Hotel,602654,Rey,,East Village,32.71914,-117.15409,Entire home/apt,228,3,1,12/7/2016,0.01,4,0,0,,2142,
13332007,Historic House in The Center of San Diego,75452099,John,,Park West,32.7299,-117.16812,Private room,226,2,1,1/12/2017,0.01,1,89,0,,2106,
16613567,Spacious One Bedroom Near Downtown,15538945,Danielle,,Grant Hill,32.71138,-117.14714,Entire home/apt,329,3,4,1/30/2017,0.06,1,0,0,,2088,
6400759,Del Mar Racetrack is x- the street,17761788,Craig,,North City,32.98259,-117.25413,Private room,114,7,12,2/4/2017,0.13,2,358,0,,2083,
4038881,Gas lamp Quarter,20940023,Feri,,Gaslamp Quarter,32.70861,-117.16021,Entire home/apt,143,30,2,2/16/2017,0.02,1,365,0,,2071,
15829735,XL. Clean Bedroom / Fun Downtown San Diego,3547828,Blair,,East Village,32.71584,-117.1528,Private room,35,30,2,4/3/2017,0.03,23,307,0,,2025,
16146150,Mission Valley One-Bedroom Condo - Sleeps 4,10595328,Fred,,West University Heights,32.76094,-117.16031,Entire home/apt,152,1,1,4/7/2017,0.02,6,70,0,,2021,
17936687,The perfect cottage near the beach!,43388581,Alex & Alexia,,Pacific Beach,32.80424,-117.23755,Entire home/apt,150,2,1,5/21/2017,0.02,1,17,0,,1977,
15551416,apartment in North PB,97426373,Kimberly,,Pacific Beach,32.80581,-117.25522,Private room,30,65,1,5/25/2017,0.02,1,0,0,,1973,
12288408,Central location in San Diego,17686705,Lora,,Kensington,32.75722,-117.10892,Private room,50,1,11,5/29/2017,0.14,1,0,0,,1969,
11272694,Relax & Renew - Lovely Oceanfront Condo w/Fireplac,17300054,Stubbs,,Del Mar Heights,32.988083,-117.27357,Entire home/apt,350,7,1,6/2/2017,0.02,72,242,0,,1965,
16424625,Large Luxury Condo in Little Italy - San Diego,107669801,Loganathan,,Cortez Hill,32.72085,-117.16504,Entire home/apt,169,60,11,6/16/2017,0.16,1,365,0,,1951,
14725872,Modern Private Bed/Bathroom - Convenient Location,56528287,Amanda,,Serra Mesa,32.77891,-117.1503,Private room,66,35,6,6/19/2017,0.08,1,78,0,,1948,
16203116,Mission Valley Two-Bedroom Condo Sleeps 6,10595328,Fred,,West University Heights,32.76266,-117.1585,Entire home/apt,222,1,6,6/29/2017,0.09,6,71,0,,1938,
19070798,Pacific Beach Motor Home Away from home.,29768116,Dave,,Pacific Beach,32.7992,-117.23751,Private room,142,3,1,7/3/2017,0.02,1,87,0,,1934,
3251071,Ensenada Dreams E-23,9624153,Dixie,,Mission Bay,32.76714,-117.25182,Entire home/apt,318,3,2,7/6/2017,0.03,42,0,0,,1931,
11070627,"San Diego, CA, Balboa Park, Studio #1",10981379,Jan,,East Village,32.71914,-117.15411,Entire home/apt,186,1,2,7/12/2017,0.03,48,63,0,,1925,
9171077,Ensenada Dreams E-21.5,9624153,Dixie,,Mission Bay,32.76701,-117.25188,Entire home/apt,348,3,1,7/15/2017,0.02,42,0,0,,1922,
7311909,Apartment with Private Bed & Bath,36086436,Andre & Valeria,,Bay Park,32.79621,-117.19078,Private room,154,5,19,7/16/2017,0.22,2,365,0,,1921,
9433579,Walkable 2BR in heart of La Jolla/Village/Beaches!,32082960,Marnie,,La Jolla,32.83437,-117.27492,Entire home/apt,206,2,99,7/17/2017,1.2,1,75,0,,1920,
16726215,H,110678227,Jason,,Bay Park,32.78093,-117.20114,Shared room,1000,2,3,7/20/2017,0.05,1,0,0,,1917,
19315429,*PRIDE welcomed* :),18111877,Lm,,Midtown,32.74727,-117.16159,Private room,111,1,1,7/20/2017,0.02,1,0,0,,1917,
19571767,Private Room Rental in Golden Hill,137542522,Kayle,,Balboa Park,32.71601,-117.14218,Private room,200,1,1,7/21/2017,0.02,1,89,0,,1916,
13114655,Private 2 BR home with patio & parking,11637656,Patricia,,West University Heights,32.75922,-117.13944,Entire home/apt,149,1,16,7/26/2017,0.21,1,0,0,,1911,
5860897,"Urban Loft and Bungalow, 3 Bed 2 Bath with AC",9138015,David,,Midtown,32.74713,-117.14789,Entire home/apt,475,3,11,7/29/2017,0.12,3,301,0,,1908,
11633879,Gaslamp 1 BR + LR Sleeps 6 - 0.6 mile to Comic Con,3004228,Devorah,,Gaslamp Quarter,32.71483,-117.15987,Entire home/apt,799,4,3,7/30/2017,0.05,3,7,0,,1907,
16381233,BEAUTIFUL & PEACEFUL room in HEART OF SAN DIEGO,40292224,Jl,,Moreno Mission,32.76452,-117.18794,Private room,48,1,25,8/1/2017,0.36,1,106,0,,1905,
5629991,View View View,13204116,Dino,,Roseville,32.7266,-117.2368,Entire home/apt,995,2,11,8/7/2017,0.12,2,105,0,,1899,
18447066,Private room and bathroom in Bay Park,39267987,James,,Bay Park,32.79287,-117.20516,Private room,300,5,1,8/15/2017,0.02,1,0,0,,1891,
3060283,Tranquil Townhouse Short Walk From the Beach!,1700615,Kim,,Del Mar Heights,32.93634,-117.24355,Entire home/apt,200,1,43,8/17/2017,0.43,1,28,0,,1889,
18008300,Master suite in upscale neighborhood,16004699,Robin,,Rancho Penasquitos,32.94791,-117.13835,Private room,70,2,4,8/19/2017,0.06,3,110,0,,1887,
18639032,"Cómodo depto, excelente ubicación",95353794,Benjamin,,Tijuana River Valley,32.53059,-117.08199,Entire home/apt,70,2,15,8/20/2017,0.23,1,260,0,,1886,
19017284,The Bronson Home,130602591,Christine,,Mission Bay,32.78039,-117.25207,Entire home/apt,450,6,1,8/27/2017,0.02,2,0,0,,1879,
17138468,NOT AVAILABLE,79755951,Juan Carlos,,La Jolla,32.8408,-117.27439,Entire home/apt,1400,30,2,8/31/2017,0.03,1,0,0,,1875,
18809932,Executive Furnished Apt Next to Down town SD- Amaz,130954997,Heather,,Balboa Park,32.71917,-117.13725,Entire home/apt,181,25,1,9/2/2017,0.02,9,337,0,,1873,
20146691,Luxurious Balboa Park Studio Hotel,100605868,Myka,,East Village,32.71848,-117.15339,Entire home/apt,146,2,1,9/6/2017,0.02,15,61,0,,1869,
4605402,Charming 2br/2.5b apt near the Zoo!,9058916,Tibor,,West University Heights,32.7575,-117.13935,Entire home/apt,153,13,25,9/17/2017,0.26,3,277,0,,1858,
13533838,South Mission Beach 2/2 With Sweeping Views!,77827637,Rebecca V.,,Mission Bay,32.76668,-117.2509,Entire home/apt,257,6,2,9/20/2017,0.03,1,0,0,,1855,
1891783,Apartment San Diego North Park,8669957,Yves,,North Hills,32.75618,-117.13058,Entire home/apt,89,90,9,10/5/2017,0.08,1,263,0,,1840,
8422245,Palm Villa -Luxury Resort w/ Heated Pool,28020351,Bonnie,,Serra Mesa,32.78029,-117.13471,Entire home/apt,140,31,7,11/12/2017,0.1,1,144,0,,1802,
17333343,Inn at the Park,91214395,Randi,,Midtown,32.73921,-117.16054,Entire home/apt,235,2,1,12/14/2017,0.02,3,224,0,,1770,
474236,Spacious Kid-Friendly Home w/Pool,2315693,Tina,,Lake Murray,32.79632,-117.03466,Entire home/apt,239,5,9,12/28/2017,0.07,1,0,0,,1756,
19120962,"Steps to the Beach, Minutes to Coronado",133636529,Kim,,Tijuana River Valley,32.57121,-117.13254,Entire home/apt,198,30,1,12/28/2017,0.02,1,338,0,,1756,
16650865,Soledad Blue Luxury 4 Bedroom 3.5 Bath Heated Pool,110062602,Aude,,La Jolla,32.82508,-117.24094,Entire home/apt,1400,5,1,12/30/2017,0.02,1,79,0,,1754,
7714091,RETREAT IN THE HEART OF LA JOLLA,40525347,Madison,,La Jolla,32.82771,-117.2766,Entire home/apt,900,4,4,1/1/2018,0.05,1,263,0,,1752,
21789142,Casa on 28th St.,20232605,Charlene,,Balboa Park,32.71821,-117.13361,Entire home/apt,204,3,3,1/1/2018,0.05,4,261,0,,1752,
4219104,"MasterBdrm near Zoo, Museums, Beach",9058916,Tibor,,West University Heights,32.75749,-117.13947,Private room,69,14,4,1/3/2018,0.04,3,321,0,,1750,
20147344,Studio Hotel - Special Needs - Balboa Park,100605868,Myka,,East Village,32.71838,-117.1534,Entire home/apt,147,2,5,1/12/2018,0.08,15,0,0,,1741,
19787002,"Guest Room - Great Location - San Diego, CA",44468538,Donald,,Moreno Mission,32.76545,-117.18651,Private room,69,30,7,1/29/2018,0.11,1,173,0,,1724,
20769898,Clean & Modern Private Room w/ Shared Bathroom,10213028,Erin,,Del Cerro,32.79445,-117.0789,Private room,55,2,5,2/20/2018,0.08,1,0,0,,1702,
1854742,Quiet Private room with own shower,9681550,Eva,,Sabre Springs,32.94966,-117.1014,Private room,300,4,11,3/5/2018,0.12,1,365,0,,1689,
23853868,North park condo,52179214,Kyle,,North Hills,32.75325,-117.13755,Entire home/apt,110,1,1,3/30/2018,0.02,1,0,0,,1664,
17462597,"Spacious, Updated, Indoor Outdoor Living in MB!",110887869,Anthony,,Mission Bay,32.76607,-117.24995,Entire home/apt,555,4,2,4/1/2018,0.03,1,224,0,,1662,
20999830,Charming La Jolla Cottage clean with ocean views,90527951,Gene And Lainie,,La Jolla,32.82754,-117.27984,Entire home/apt,253,14,2,4/2/2018,0.04,2,365,0,,1661,
18311798,Tranquil Oceanfront Escape 873B,126324638,Joyce,,Del Mar Heights,32.980568,-117.271591,Entire home/apt,597,1,1,4/7/2018,0.02,8,122,0,,1656,
2298279,Spectacular Sunset Beauty D-2,9624153,Dixie,,Mission Bay,32.76422,-117.25216,Entire home/apt,795,4,2,4/8/2018,0.03,42,247,0,,1655,
19266496,Just Beachy! Ocean View Condo,17300054,Stubbs,,Del Mar Heights,32.985302,-117.27247,Entire home/apt,170,7,2,4/14/2018,0.04,72,219,0,,1649,
21502368,12 Bedroom Resort  29 beds Sleep 40,1188065,Good Life Resorts,,Grant Hill,32.71213,-117.12392,Entire home/apt,1852,1,2,4/27/2018,0.03,13,0,0,,1636,
15010147,Beautiful Two Story San Diego Townhouse,94721360,Jon,,College Area,32.77143,-117.03247,Entire home/apt,114,30,3,5/1/2018,0.04,1,0,0,,1632,
21528928,Mission Valley Condo - 2bed/2bath Queen SN,100605868,Myka,,West University Heights,32.76254,-117.15997,Entire home/apt,205,2,2,5/11/2018,0.04,15,0,0,,1622,
20125872,CITY HEIGHTS SQUARE space recommended for Airbnb,131464597,Edgar,,City Heights West,32.75113,-117.10248,Private room,100,4,3,5/25/2018,0.05,1,167,0,,1608,
25348916,Inn At the Park - San Diego - by Balboa Park,86199261,Ali,,Midtown,32.73888,-117.16068,Private room,300,2,1,5/25/2018,0.02,1,362,0,,1608,
23061605,3 Outdoor Patios * Ocean Views * AC * 3 Parking,3017970,Surf Style,,Mission Bay,32.76662,-117.25224,Entire home/apt,592,3,1,6/5/2018,0.02,131,186,0,,1597,
24264384,Bohemian Zen Den,6084137,Shawnee,,North Hills,32.74331,-117.13693,Entire home/apt,150,1,2,6/9/2018,0.04,2,16,0,,1593,
17014920,Private room by Sail Bay,103708008,Kevin,,Old Town,32.74675,-117.19149,Private room,105,90,34,6/19/2018,0.5,1,89,0,,1583,
20968220,Newly Remodeled Single Level 3 Bedroom House,150849554,Bill,,Carmel Valley,32.95408,-117.22457,Entire home/apt,185,60,16,6/26/2018,0.27,2,107,0,,1576,
6027216,South Mission Beach Family Condo,26127384,Erin,,Mission Bay,32.76073,-117.25069,Entire home/apt,600,5,2,6/30/2018,0.03,1,364,0,,1572,
24970727,Mission Bay,21618353,Chris,,Mission Bay,32.79078,-117.2342,Private room,250,1,1,7/1/2018,0.02,3,88,0,,1571,
20861785,Downtown beautiful one bedroom In Little Italy,149741233,Miranda,,Columbia,32.71992,-117.16636,Entire home/apt,200,30,1,7/8/2018,0.02,2,114,0,,1564,
26636778,5 Star Retreat | 5 miles to ComicCon,37165995,Christina,,Midtown,32.74572,-117.16675,Entire home/apt,425,3,1,7/12/2018,0.02,2,24,0,,1560,
2221674,"Large House, 2living room 3bd 2bath",5436910,Alex,,Loma Portal,32.74362,-117.2359,Entire home/apt,372,4,31,7/16/2018,0.3,5,0,0,,1556,
5105009,Standard Condo 1Bdrm in San Diego,12568111,Antoinette,,West University Heights,32.76099,-117.16035,Entire home/apt,429,2,3,7/19/2018,0.03,6,365,0,,1553,
3251171,Cozy Beach Getaway K-2,9624153,Dixie,,Mission Bay,32.77348,-117.25199,Entire home/apt,500,7,1,7/21/2018,0.02,42,102,0,,1551,
24738268,"Modern 1 bedroom condo, 2 blocks from Petco Park",117147344,Maria,,East Village,32.7109,-117.15575,Entire home/apt,135,26,1,7/21/2018,0.02,1,359,0,,1551,
3781011,Great North Mission Beach cottage!,19397380,Mark,,Mission Bay,32.7871,-117.25321,Entire home/apt,175,4,9,7/22/2018,0.1,1,2,0,,1550,
4204480,Newly Renovated Hillcrest Craftsman,20148399,Tommy,,North Hills,32.74527,-117.14634,Entire home/apt,500,3,24,7/22/2018,0.29,2,88,0,,1550,
16638958,One bedroom available now!,108917206,Eileen,,Loma Portal,32.75048,-117.22317,Private room,69,1,2,7/27/2018,0.03,1,260,0,,1545,
23714677,Papa Carr's Pad,113080542,Patrick,,North Hills,32.73587,-117.1327,Private room,1250,5,1,7/29/2018,0.02,1,364,0,,1543,
26098242,Spend Comic Con Week in a Modern Style Bungalow!,80991017,Sean,,Memorial,32.70103,-117.13615,Entire home/apt,342,3,2,7/29/2018,0.04,1,83,0,,1543,
19820822,"Sunsets, Space, Infinity Pool Heaven",29294409,Dylan,,Normal Heights,32.77183265,-117.1213827,Entire home/apt,700,6,1,8/5/2018,0.02,2,12,0,,1536,
26866906,North Park walking distance to lots of fun.,159842680,Nefertari,,North Hills,32.74979,-117.1327,Private room,100,1,5,8/5/2018,0.1,1,0,0,,1536,
19036400,Amazing loft in the middle of Gaslamp w parking,130524661,April,,Marina,32.71057,-117.16207,Entire home/apt,121,20,39,8/6/2018,0.6,1,0,0,,1535,
19246145,Del Mar Highlands (Double Master),127898578,Robin,,North City,32.95193,-117.24183,Entire home/apt,650,30,1,8/9/2018,0.02,3,351,0,,1532,
20687203,"Inn at the Park, SD, CA, 2 Bedroom Deluxe Q #2",10981379,Jan,,Midtown,32.73852,-117.1599,Entire home/apt,317,1,1,8/10/2018,0.02,48,0,0,,1531,
6215705,Bright & Cozy Room Surrounded by Breathtaking View,1848403,Marcy,,Mira Mesa,32.93628,-117.13308,Private room,50,15,5,8/11/2018,0.07,3,344,0,,1530,
15659126,Stunning home on Balboa Park Golf Course,89592029,Ann,,Balboa Park,32.72857,-117.13291,Entire home/apt,275,21,15,8/11/2018,0.22,1,178,0,,1530,
20168004,Luxury Highly Upgraded Carmel Valley Home,7502300,Nicole,,Carmel Valley,32.95323,-117.22186,Entire home/apt,450,5,3,8/11/2018,0.05,1,44,0,,1530,
24440551,Beautiful Home-La Jolla Cove Area,184300811,Stacey L.,,La Jolla,32.82556,-117.27063,Entire home/apt,865,90,1,8/19/2018,0.02,2,0,0,,1522,
7602987,"SECLUDED TROPICAL PARADISE, WALK TO BEACH",39871644,Cj,,La Jolla,32.83647,-117.27576,Entire home/apt,995,5,7,8/24/2018,0.08,1,349,0,,1517,
26329745,Fashion Hills Gem,63627865,Natalia,,Linda Vista,32.77226,-117.16624,Entire home/apt,214,10,3,8/24/2018,0.06,1,363,0,,1517,
18415873,Condo in Downtown San Diego,5959985,Matt,,Core,32.71568,-117.15503,Entire home/apt,179,28,2,8/25/2018,0.04,1,262,0,,1516,
18672501,Serenity By The Sea -Beach Front with AC and VIEWS,17300054,Stubbs,,Del Mar Heights,32.985672,-117.27298,Entire home/apt,230,7,2,8/25/2018,0.03,72,219,0,,1516,
16453147,Luxury Crown Point Beach Cottage,107925352,Sharm & Cheryl,,Mission Bay,32.79317,-117.24056,Entire home/apt,255,14,4,8/26/2018,0.06,1,0,0,,1515,
21095455,1 BD @WM Mission Valley San Diego-no cleaning fee!,146323554,Jerry And LeeAnne,,West University Heights,32.7629,-117.15862,Entire home/apt,278,2,3,8/27/2018,0.05,4,0,0,,1514,
9389516,Beautiful 2 Bedroom 1/2 blk to bay,7151315,Richard,,Mission Bay,32.79334,-117.23181,Entire home/apt,133,2,24,8/28/2018,0.3,5,24,0,,1513,
1957356,"3. Close to Qualcomm UCSD,private bathroom,WIFI,AC",7653310,John,,Mira Mesa,32.90486,-117.13717,Private room,70,31,109,9/2/2018,1.03,16,337,0,,1508,
13560398,Feathery green Master door to back,8381999,Jacqueline,,North Clairemont,32.83685,-117.19567,Private room,63,2,4,9/3/2018,0.05,8,25,0,,1507,
11585578,Fenced Craftsman ~ Backyard,41075338,John,,City Heights West,32.74276,-117.11579,Entire home/apt,143,2,28,9/9/2018,0.36,2,260,0,,1501,
531406,Extreme home stay in La Jolla!,2608408,Cooleen & Ted,,La Jolla,32.83277,-117.25975,Private room,150,2,70,9/22/2018,0.57,2,80,0,,1488,
1762939,Mediterranean style private room in La Jolla area,9266843,Najia,,University City,32.86907,-117.22777,Private room,68,2,69,9/30/2018,0.66,1,260,0,,1480,
2695464,Penthouse studio in the Gaslamp,13094958,Noel,,Gaslamp Quarter,32.70942,-117.16031,Entire home/apt,99,30,2,10/2/2018,0.02,2,0,0,,1478,
9033910,San Diego - MV 1 Bdrm Condo Resort,9296727,Jesse,,West University Heights,32.76181,-117.15963,Entire home/apt,188,1,3,10/3/2018,0.05,7,75,0,,1477,
13392590,WALK T/BALBOA PARK.  Mint 1BD.  Near great dining.,27333332,Nelson,,Park West,32.72778,-117.16071,Entire home/apt,135,3,3,10/3/2018,0.04,1,0,0,,1477,
1261964,"Modern, Minimalist Luxe Penthouse",6872996,Heather,,Moreno Mission,32.76465,-117.18605,Private room,145,2,12,10/6/2018,0.11,1,52,0,,1474,
22971660,Beautiful Coronado Village House,168813439,Marilyn,,Marina,32.69877,-117.17583,Entire home/apt,336,26,1,10/6/2018,0.02,1,79,0,,1474,
12741075,"Magnificent, Contemporary, Sleek",69297182,Laleh,,La Jolla,32.8527,-117.25721,Entire home/apt,1028,30,11,10/7/2018,0.14,1,292,0,,1473,
29343591,Stylish 2 Bed Condo  close to all & affordable!,221070704,Gerardo “Gerry”,,Mission Valley,32.77405,-117.15279,Entire home/apt,140,30,2,10/17/2018,0.04,1,358,0,,1463,
2368033,"4 mi to UCSD, 2BDBA Condo,  6 mo min, no roommates",12098633,Andrea,,Clairemont Mesa,32.82905,-117.19261,Entire home/apt,99,120,15,10/20/2018,0.15,2,121,0,,1460,
28541727,Great Vibes - Cute North Park Studio,191716324,Chris,,City Heights West,32.75008,-117.12054,Entire home/apt,125,21,3,11/4/2018,0.06,4,6,0,,1445,
743453,"Quiet, relaxing, big & private room",3894707,Pamela,,Clairemont Mesa,32.81007,-117.18615,Private room,55,4,296,11/6/2018,2.46,1,195,0,,1443,
10434145,Wyndham Harbour Lights,30787515,Brooke,,Gaslamp Quarter,32.7144,-117.1603,Entire home/apt,219,2,5,11/7/2018,0.06,1,44,0,,1442,
26745850,"San Diego, CA, Balboa Park, Studio Z #1",10981379,Jan,,East Village,32.71912,-117.1541,Entire home/apt,186,1,1,11/7/2018,0.02,48,63,0,,1442,
9032763,San Diego - MV 2 Bdrm Condo Resort,9296727,Jesse,,West University Heights,32.76181,-117.15963,Entire home/apt,219,1,14,11/9/2018,0.2,7,74,0,,1440,
13901969,You'll love the pineapple room and organic garden,14273751,Jaana,,Clairemont Mesa,32.81337,-117.16816,Private room,65,2,24,11/13/2018,0.33,1,46,0,,1436,
27933409,Large Luxury Home Beach Paradise!,211009652,Zoe,,Carmel Valley,32.95751,-117.19756,Entire home/apt,390,31,1,11/24/2018,0.02,16,291,0,,1425,
29545434,Friendly Spacious Private Room-San Diego’s Finest,105963254,Luk,,Clairemont Mesa,32.80502,-117.17723,Private room,70,3,1,11/25/2018,0.02,1,0,0,,1424,
28438619,Downtown San Diego Studio sleeps 3,66829189,Yolanda,,East Village,32.7188,-117.15303,Entire home/apt,144,2,3,12/1/2018,0.06,1,0,0,,1418,
21938774,Modern/High Tech NP smart Home w/6 rentable Teslas,23990357,Chad,,North Hills,32.74538,-117.13933,Private room,500,30,48,12/2/2018,0.83,1,0,0,,1417,
26745868,"San Diego, CA, Balboa Park, Studio L #1",10981379,Jan,,East Village,32.71912,-117.1541,Entire home/apt,186,1,1,12/4/2018,0.02,48,85,0,,1415,
20147103,Studio Hotel Less Desirable Location - Balboa Park,100605868,Myka,,East Village,32.71844,-117.15321,Entire home/apt,147,2,1,12/5/2018,0.02,15,0,0,,1414,
14801921,ALOFT at Cortez Hill with Great Amenities,19931032,Linda,,Cortez Hill,32.72162,-117.15793,Entire home/apt,115,90,3,12/23/2018,0.05,2,242,0,,1396,
6643674,"Panoramic Ocean, Bay, City View home with Garden",4597113,Elena,,La Jolla,32.817753,-117.25679,Entire home/apt,1275,30,1,12/28/2018,0.02,1,352,0,,1391,
